Date,Comment,tokens_stopword,clean_text,stemmed
2026-02-05T10:44:27Z,"['jaman', 'sekarang', 'dogfight', 'bukan', 'sesama', 'pesawat', 'tapi', 'pesawat', 'dengan', 'rudal', 'mig', 'bisa', 'juga', 'bantu', 'mencegat', 'kalau', 'ada', 'rudal', 'jarak', 'jauh', 'mau', 'menghantam', 'kota', 'kapal', 'frigate', 'bisa', 'juga', 'mengangkut', 'rudal', 'hipersonik', 'jarak', 'jauh', 'untuk', 'menambah', 'jarak', 'tembakan']","['jaman', 'sekarang', 'dogfight', 'bukan', 'sesama', 'pesawat', 'pesawat', 'rudal', 'mig', 'bantu', 'mencegat', 'kalau', 'rudal', 'jarak', 'jauh', 'mau', 'menghantam', 'kota', 'kapal', 'frigate', 'mengangkut', 'rudal', 'hipersonik', 'jarak', 'jauh', 'menambah', 'jarak', 'tembakan']",jaman sekarang dogfight bukan sesama pesawat pesawat rudal mig bantu mencegat kalau rudal jarak jauh mau menghantam kota kapal frigate mengangkut rudal hipersonik jarak jauh menambah jarak tembakan,jaman sekarang dogfight bukan sama pesawat pesawat rudal mig bantu cegat kalau rudal jarak jauh mau hantam kota kapal frigate angkut rudal hipersonik jarak jauh tambah jarak tembak
2026-02-05T03:41:37Z,"['sukses', 'selalu', 'orang', 'orang', 'hebat']","['sukses', 'selalu', 'orang', 'orang', 'hebat']",sukses selalu orang orang hebat,sukses selalu orang orang hebat
2026-02-04T18:30:34Z,"['bapak', 'purbaya', 'knp', 'dri', 'dulu', 'hanya', 'sebatas', 'wacana', 'saja', 'redonmksi', 'rupiah', 'itu']","['purbaya', 'knp', 'dri', 'dulu', 'sebatas', 'wacana', 'redonmksi', 'rupiah']",purbaya knp dri dulu sebatas wacana redonmksi rupiah,purbaya knp dri dulu batas wacana redonmksi rupiah
2026-02-04T15:36:49Z,"['ini', 'era', 'penculik', 'dan', 'penipu']","['era', 'penculik', 'penipu']",era penculik penipu,era culik tipu
2026-02-04T15:24:08Z,"['karena', 'korupsi', 'tidak', 'ketolong', 'simpel']","['korupsi', 'tidak', 'ketolong', 'simpel']",korupsi tidak ketolong simpel,korupsi tidak tolong simpel
2026-02-04T01:26:01Z,"['insight', 'yang', 'menginspirasi']","['insight', 'menginspirasi']",insight menginspirasi,insight inspirasi
2026-02-03T17:25:06Z,['menit'],['menit'],menit,menit
2026-02-03T16:26:11Z,"['kuliah', 'malam', 'nih', 'obrolan', 'yang', 'sangat', 'berbobot']","['kuliah', 'malam', 'nih', 'obrolan', 'sangat', 'berbobot']",kuliah malam nih obrolan sangat berbobot,kuliah malam nih obrol sangat bobot
2026-02-03T15:30:47Z,"['purbaya', 'semoga', 'sehat', 'selalu', 'rakyat', 'dukung', 'purbaya', 'dan', 'selalu', 'bersatu', 'demi', 'kesejahteraan', 'indonesia', 'maju', 'hebat', 'purbaya']","['purbaya', 'semoga', 'sehat', 'selalu', 'rakyat', 'dukung', 'purbaya', 'selalu', 'bersatu', 'kesejahteraan', 'indonesia', 'maju', 'hebat', 'purbaya']",purbaya semoga sehat selalu rakyat dukung purbaya selalu bersatu kesejahteraan indonesia maju hebat purbaya,purbaya moga sehat selalu rakyat dukung purbaya selalu satu sejahtera indonesia maju hebat purbaya
2026-02-03T10:00:35Z,"['makin', 'kesini', 'makin', 'omon', 'quot', 'omongan', 'mentri', 'ini']","['makin', 'kesini', 'makin', 'omon', 'omongan', 'mentri']",makin kesini makin omon omongan mentri,makin kesini makin omon omong tri
2026-02-02T12:52:46Z,"['capek', 'quot', 'mas', 'purbaya', 'hemat', 'quot', 'uangnya', 'untuk', 'membiayai', 'israel', 'beli', 'senjata']","['capek', 'mas', 'purbaya', 'hemat', 'uangnya', 'membiayai', 'israel', 'beli', 'senjata']",capek mas purbaya hemat uangnya membiayai israel beli senjata,capek mas purbaya hemat uang biaya israel beli senjata
2026-02-02T04:35:25Z,"['mentri', 'gombal', 'gabuul']","['mentri', 'gombal', 'gabuul']",mentri gombal gabuul,tri gombal gabuul
2026-02-01T19:37:36Z,"['dari', 'dulu', 'lagi', 'kita', 'masih', 'dibohongin', 'adakah', 'kedepan', 'kita', 'dibohongin']","['dulu', 'dibohongin', 'adakah', 'kedepan', 'dibohongin']",dulu dibohongin adakah kedepan dibohongin,dulu dibohongin ada depan dibohongin
2026-02-01T02:33:06Z,"['dua', 'orang', 'hebat', 'bicara', 'tinggi', 'tapi', 'dapat', 'kami', 'pahami', 'dengan', 'mudah', 'sukses', 'selalu', 'orang', 'pinter', 'kebanggaan', 'indonesia']","['orang', 'hebat', 'bicara', 'tinggi', 'pahami', 'mudah', 'sukses', 'selalu', 'orang', 'pinter', 'kebanggaan', 'indonesia']",orang hebat bicara tinggi pahami mudah sukses selalu orang pinter kebanggaan indonesia,orang hebat bicara tinggi paham mudah sukses selalu orang pinter bangga indonesia
2026-01-31T19:02:46Z,"['yeay', 'juta', 'per', 'bulan', 'untuk', 'seorang', 'dosen', 'saya', 'siap', 'mengabdi', 'full', 'time', 'bapakku', 'bismillah']","['yeay', 'juta', 'per', 'bulan', 'seorang', 'dosen', 'siap', 'mengabdi', 'full', 'time', 'bapakku', 'bismillah']",yeay juta per bulan seorang dosen siap mengabdi full time bapakku bismillah,yeay juta per bulan orang dosen siap abdi full time bapak bismillah
2026-01-31T07:16:05Z,"['mkanya', 'menteri', 'itu', 'dari', 'profesional', 'klau', 'dari', 'partai', 'jadinya', 'macam', 'zulikfli', 'hasan', 'bahlil', 'merusak']","['mkanya', 'menteri', 'profesional', 'klau', 'partai', 'jadinya', 'macam', 'zulikfli', 'hasan', 'bahlil', 'merusak']",mkanya menteri profesional klau partai jadinya macam zulikfli hasan bahlil merusak,mkanya menteri profesional klau partai jadi macam zulikfli hasan bahlil rusak
2026-01-30T20:18:31Z,"['mohon', 'maaf', 'bukan', 'semua', 'semoga', 'indonesia', 'makin', 'maju', 'dalam', 'segala', 'hal', 'indonesia', 'makin', 'berkibar']","['mohon', 'maaf', 'bukan', 'semua', 'semoga', 'indonesia', 'makin', 'maju', 'segala', 'indonesia', 'makin', 'berkibar']",mohon maaf bukan semua semoga indonesia makin maju segala indonesia makin berkibar,mohon maaf bukan semua moga indonesia makin maju segala indonesia makin kibar
2026-01-30T19:36:26Z,"['masalah', 'birokrasinya', 'bagai', 'mana', 'baiknya', 'bapak', 'purbaya', 'menku', 'yang', 'lebih', 'tau', 'dan', 'cerdas', 'semoga', 'bapak', 'presiden', 'bapak', 'prabowo', 'tetap', 'percaya', 'kepada', 'keputsan', 'bapak', 'purbaya', 'dan', 'menyetujuwinya', 'mohon', 'maaf', 'semuanya', 'terimakasih']","['masalah', 'birokrasinya', 'bagai', 'mana', 'baiknya', 'purbaya', 'menku', 'lebih', 'tau', 'cerdas', 'semoga', 'presiden', 'prabowo', 'tetap', 'percaya', 'keputsan', 'purbaya', 'menyetujuwinya', 'mohon', 'maaf', 'semuanya', 'terimakasih']",masalah birokrasinya bagai mana baiknya purbaya menku lebih tau cerdas semoga presiden prabowo tetap percaya keputsan purbaya menyetujuwinya mohon maaf semuanya terimakasih,masalah birokrasi bagai mana baik purbaya menku lebih tau cerdas moga presiden prabowo tetap percaya keputsan purbaya menyetujuwinya mohon maaf semua terimakasih
2026-01-30T19:27:48Z,"['semoga', 'penggabungan', 'semua', 'perekonomian', 'indonesia', 'kita', 'tetap', 'aman', 'dan', 'makin', 'berkembang', 'dan', 'menghasilkan']","['semoga', 'penggabungan', 'semua', 'perekonomian', 'indonesia', 'tetap', 'aman', 'makin', 'berkembang', 'menghasilkan']",semoga penggabungan semua perekonomian indonesia tetap aman makin berkembang menghasilkan,moga gabung semua ekonomi indonesia tetap aman makin kembang hasil
2026-01-30T19:14:56Z,"['mohon', 'maaf', 'tadinya', 'mau', 'istirahat', 'tapi', 'belum', 'ngantuk', 'mohon', 'maaf', 'ikut', 'nyimak', 'terimakasih']","['mohon', 'maaf', 'tadinya', 'mau', 'istirahat', 'ngantuk', 'mohon', 'maaf', 'ikut', 'nyimak', 'terimakasih']",mohon maaf tadinya mau istirahat ngantuk mohon maaf ikut nyimak terimakasih,mohon maaf tadi mau istirahat ngantuk mohon maaf ikut nyimak terimakasih
2026-01-30T19:12:39Z,"['salam', 'selamat', 'pagi', 'mohon', 'maaf', 'bapak', 'purbaya', 'menku', 'ikut', 'menimak', 'pembicaran', 'bapk', 'berdua', 'untuk', 'sebagai', 'pejaran', 'semua', 'pengalaman', 'bapak', 'purbaya', 'mohon', 'maaf', 'terimakasih']","['salam', 'selamat', 'pagi', 'mohon', 'maaf', 'purbaya', 'menku', 'ikut', 'menimak', 'pembicaran', 'bapk', 'berdua', 'pejaran', 'semua', 'pengalaman', 'purbaya', 'mohon', 'maaf', 'terimakasih']",salam selamat pagi mohon maaf purbaya menku ikut menimak pembicaran bapk berdua pejaran semua pengalaman purbaya mohon maaf terimakasih,salam selamat pagi mohon maaf purbaya menku ikut menimak pembicaran bapk dua jaran semua alam purbaya mohon maaf terimakasih
2026-01-30T16:56:41Z,"['mentri', 'gagal', 'usaha', 'makin', 'susah', 'daya', 'beli', 'masyarakat', 'makin', 'turun']","['mentri', 'gagal', 'usaha', 'makin', 'susah', 'daya', 'beli', 'masyarakat', 'makin', 'turun']",mentri gagal usaha makin susah daya beli masyarakat makin turun,tri gagal usaha makin susah daya beli masyarakat makin turun
2026-01-30T15:23:52Z,"['autoplay', 'dengerin', 'kuliah', 'ekonomi', 'sambil', 'merem', 'kedengeran', 'sayup', 'sayup', 'suara', 'pak', 'pur', 'ternyata', 'podact', 'dengan', 'pak', 'gita']","['autoplay', 'dengerin', 'kuliah', 'ekonomi', 'merem', 'kedengeran', 'sayup', 'sayup', 'suara', 'purbaya', 'ternyata', 'podact', 'gita']",autoplay dengerin kuliah ekonomi merem kedengeran sayup sayup suara purbaya ternyata podact gita,autoplay dengerin kuliah ekonomi merem kedengeran sayup sayup suara purbaya nyata podact gita
2026-01-29T00:37:09Z,"['sulit', 'nya', 'menjadi', 'orang', 'baik', 'yang', 'amanah', 'karena', 'bertarung', 'dengan', 'oligarki', 'dan', 'mafia', 'negara', 'indonesia']","['sulit', 'menjadi', 'orang', 'baik', 'amanah', 'bertarung', 'oligarki', 'mafia', 'negara', 'indonesia']",sulit menjadi orang baik amanah bertarung oligarki mafia negara indonesia,sulit jadi orang baik amanah tarung oligarki mafia negara indonesia
2026-01-28T20:10:26Z,"['enlighten', 'the', 'nation', 'life']","['enlighten', 'the', 'nation', 'life']",enlighten the nation life,enlighten the nation life
2026-01-28T19:14:03Z,['idola'],['idola'],idola,idola
2026-01-28T07:17:23Z,"['presiden', 'bnyak', 'curhat', 'metrinya', 'banyak', 'drakor', 'omdo', 'fakta', 'kerja', 'dilapangan', 'nol']","['presiden', 'bnyak', 'curhat', 'metrinya', 'banyak', 'drakor', 'omdo', 'fakta', 'kerja', 'dilapangan', 'nol']",presiden bnyak curhat metrinya banyak drakor omdo fakta kerja dilapangan nol,presiden bnyak curhat metrinya banyak drakor omdo fakta kerja lapang nol
2026-01-28T05:50:52Z,"['pada', 'menit', 'kebalik', 'pak', 'kita', 'perlu', 'orang', 'bermoral', 'lebih', 'banyak', 'lagi', 'orang', 'pinter', 'tanpa', 'moral', 'berbahaya']","['menit', 'kebalik', 'perlu', 'orang', 'bermoral', 'lebih', 'banyak', 'orang', 'pinter', 'moral', 'berbahaya']",menit kebalik perlu orang bermoral lebih banyak orang pinter moral berbahaya,menit balik perlu orang moral lebih banyak orang pinter moral bahaya
2026-01-28T18:18:23Z,"['nyatanya', 'indonesia', 'masih', 'kekurangan', 'orang', 'pintar', 'dan', 'orang', 'bermoral']","['nyatanya', 'indonesia', 'kekurangan', 'orang', 'pintar', 'orang', 'bermoral']",nyatanya indonesia kekurangan orang pintar orang bermoral,nyata indonesia kurang orang pintar orang moral
2026-01-27T19:20:40Z,['bagus'],['bagus'],bagus,bagus
2026-01-27T18:23:39Z,"['cetak', 'orang', 'pinter', 'dan', 'yang', 'penting', 'jangan', 'korupsi', 'yah', 'pak']","['cetak', 'orang', 'pinter', 'penting', 'jangan', 'korupsi', 'yah']",cetak orang pinter penting jangan korupsi yah,cetak orang pinter penting jangan korupsi yah
2026-01-27T07:24:31Z,"['garis', 'besar', 'pola', 'pikir', 'pak', 'purbaya', 'ini', 'adalah', 'keseimbangan', 'suply', 'dan', 'demand', 'pak', 'gita', 'sepertinya', 'banyak', 'menuntu', 'suplai', 'suplai', 'tapi', 'pak', 'purbaya', 'bilang', 'demandnya', 'ada', 'tidak', 'ciptakan', 'keduanya', 'secara', 'harmoni']","['garis', 'besar', 'pola', 'pikir', 'purbaya', 'keseimbangan', 'suply', 'demand', 'gita', 'sepertinya', 'banyak', 'menuntu', 'suplai', 'suplai', 'purbaya', 'bilang', 'demandnya', 'tidak', 'ciptakan', 'keduanya', 'harmoni']",garis besar pola pikir purbaya keseimbangan suply demand gita sepertinya banyak menuntu suplai suplai purbaya bilang demandnya tidak ciptakan keduanya harmoni,garis besar pola pikir purbaya imbang suply demand gita seperti banyak menuntu suplai suplai purbaya bilang demandnya tidak cipta dua harmoni
2026-01-27T06:51:09Z,"['ini', 'lah', 'indonesia', 'sibuk', 'omon', 'omon']","['indonesia', 'sibuk', 'omon', 'omon']",indonesia sibuk omon omon,indonesia sibuk omon omon
2026-01-27T05:50:04Z,"['saya', 'sangat', 'setuju', 'gaji', 'guru', 'pengajar', 'besar', 'dan', 'investasi', 'kependidikan', 'lebih', 'besar', 'untuk', 'menciptakan', 'orang', 'pintar', 'yang', 'bisa', 'mengabdi', 'untuk', 'kepentingan', 'bangsa', 'kita']","['sangat', 'setuju', 'gaji', 'guru', 'pengajar', 'besar', 'investasi', 'kependidikan', 'lebih', 'besar', 'menciptakan', 'orang', 'pintar', 'mengabdi', 'kepentingan', 'bangsa']",sangat setuju gaji guru pengajar besar investasi kependidikan lebih besar menciptakan orang pintar mengabdi kepentingan bangsa,sangat tuju gaji guru ajar besar investasi didik lebih besar cipta orang pintar abdi penting bangsa
2026-01-26T18:51:09Z,"['menurut', 'saya', 'pendidikan', 'tentang', 'ekonomi', 'harus', 'diajarkan', 'mulai', 'sejal', 'dikarenakan', 'suapaya', 'generasi', 'indonesia', 'melek', 'denagn', 'kondisi', 'ekonomi', 'baik', 'dalam', 'keluarga', 'dan', 'juga', 'negara']","['pendidikan', 'ekonomi', 'diajarkan', 'mulai', 'sejal', 'dikarenakan', 'suapaya', 'generasi', 'indonesia', 'melek', 'denagn', 'kondisi', 'ekonomi', 'baik', 'keluarga', 'negara']",pendidikan ekonomi diajarkan mulai sejal dikarenakan suapaya generasi indonesia melek denagn kondisi ekonomi baik keluarga negara,didik ekonomi ajar mulai sejal karena suapaya generasi indonesia melek denagn kondisi ekonomi baik keluarga negara
2026-01-26T16:28:32Z,"['pembicaraan', 'ini', 'sangat', 'luar', 'biasa', 'dan', 'berbobot', 'mencerminkan', 'diskusi', 'yang', 'mendalam', 'antara', 'dua', 'ekonom', 'negara', 'yang', 'memiliki', 'pemahaman', 'kuat', 'terhadap', 'kondisi', 'dan', 'arah', 'perekonomian', 'seandainya', 'para', 'pengambil', 'kebijakan', 'khususnya', 'para', 'menteri', 'memiliki', 'kapasitas', 'wawasan', 'dan', 'kedalaman', 'berpikir', 'seperti', 'pak', 'pur', 'sampai', 'pak', 'gita', 'besar', 'harapan', 'indonesia', 'dapat', 'dikelola', 'dengan', 'lebih', 'baik', 'dan', 'benar', 'benar', 'melangkah', 'menjadi', 'negara', 'yang', 'maju']","['pembicaraan', 'sangat', 'luar', 'biasa', 'berbobot', 'mencerminkan', 'diskusi', 'mendalam', 'ekonom', 'negara', 'memiliki', 'pemahaman', 'kuat', 'kondisi', 'arah', 'perekonomian', 'seandainya', 'pengambil', 'kebijakan', 'khususnya', 'menteri', 'memiliki', 'kapasitas', 'wawasan', 'kedalaman', 'berpikir', 'purbaya', 'gita', 'besar', 'harapan', 'indonesia', 'dikelola', 'lebih', 'baik', 'benar', 'benar', 'melangkah', 'menjadi', 'negara', 'maju']",pembicaraan sangat luar biasa berbobot mencerminkan diskusi mendalam ekonom negara memiliki pemahaman kuat kondisi arah perekonomian seandainya pengambil kebijakan khususnya menteri memiliki kapasitas wawasan kedalaman berpikir purbaya gita besar harapan indonesia dikelola lebih baik benar benar melangkah menjadi negara maju,bicara sangat luar biasa bobot cermin diskusi dalam ekonom negara milik paham kuat kondisi arah ekonomi anda ambil bijak khusus menteri milik kapasitas wawas dalam pikir purbaya gita besar harap indonesia kelola lebih baik benar benar lang jadi negara maju
2026-01-26T09:28:13Z,"['buka', 'loker', 'dulu', 'baru', 'ekonomi', 'bisa', 'maju']","['buka', 'loker', 'dulu', 'baru', 'ekonomi', 'maju']",buka loker dulu baru ekonomi maju,buka loker dulu baru ekonomi maju
2026-01-26T08:31:58Z,"['great', 'people', 'bapak', 'purbaya', 'sampai', 'bapak', 'gita', 'tuhan', 'beserta', 'bapak', 'bapak', 'sekalian']","['great', 'people', 'purbaya', 'gita', 'tuhan', 'beserta', 'sekalian']",great people purbaya gita tuhan beserta sekalian,great people purbaya gita tuhan serta sekali
2026-01-26T03:38:46Z,['merinding'],['merinding'],merinding,merinding
2026-01-25T22:52:57Z,"['malu', 'mentri', 'pendidikan', 'ini', 'mentri', 'keuangan', 'malah', 'mikirin', 'warganya', 'buat', 'banyak', 'nyetak', 'orang']","['malu', 'mentri', 'pendidikan', 'mentri', 'keuangan', 'malah', 'mikirin', 'warganya', 'buat', 'banyak', 'nyetak', 'orang']",malu mentri pendidikan mentri keuangan malah mikirin warganya buat banyak nyetak orang,malu tri didik tri uang malah mikirin warga buat banyak nyetak orang
2026-01-25T16:51:59Z,"['saya', 'berminat']",['berminat'],berminat,minat
2026-01-25T14:01:59Z,"['real', 'dibalik', 'pria', 'hebat', 'ada', 'wanita', 'wife', 'material']","['real', 'dibalik', 'pria', 'hebat', 'wanita', 'wife', 'material']",real dibalik pria hebat wanita wife material,real balik pria hebat wanita wife material
2026-01-25T04:19:05Z,"['sungguh', 'sangat', 'menambah', 'motivasi', 'saya', 'untuk', 'hrs', 'menyekolahkan', 'setinggi', 'tingginya', 'anak', 'quot', 'dan', 'keluarga', 'syg', 'relasi', 'koneksi', 'dan', 'ekonami', 'dan', 'masyarakat', 'mayoritas', 'minus', 'smg', 'program', 'dan', 'kebijakan', 'pak', 'prabowo', 'dan', 'pak', 'purbaya', 'berhasil', 'suxes', 'maslahat', 'dan', 'diberkahi', 'allah', 'swt']","['sungguh', 'sangat', 'menambah', 'motivasi', 'hrs', 'menyekolahkan', 'setinggi', 'tingginya', 'anak', 'keluarga', 'syg', 'relasi', 'koneksi', 'ekonami', 'masyarakat', 'mayoritas', 'minus', 'smg', 'program', 'kebijakan', 'prabowo', 'purbaya', 'berhasil', 'suxes', 'maslahat', 'diberkahi', 'allah', 'swt']",sungguh sangat menambah motivasi hrs menyekolahkan setinggi tingginya anak keluarga syg relasi koneksi ekonami masyarakat mayoritas minus smg program kebijakan prabowo purbaya berhasil suxes maslahat diberkahi allah swt,sungguh sangat tambah motivasi hrs sekolah setinggi tinggi anak keluarga syg relasi koneksi ekonami masyarakat mayoritas minus smg program bijak prabowo purbaya hasil suxes maslahat kah allah swt
